"","yr","mo.no.char","site","mo.no","mo.char","date","julian","rainfall","i","day","NDVI.wks.a","NDVI.wks.b","NDVI.MVC.mo","day.no","SOI.mean","SOI.max","SOI.min","SOI.mean.win","SOI.mean.spr","SOI.mean.sum","SOI.mean.fal","NAO.mean.win","NAO.mean.spr","NAO.mean.sum","NAO.mean.fal","NAO.ann.mean","NAO.ann.max","NAO.ann.min","el.nino","nino.strt.str","nino.end.str","la.nino","nina.strt.str","nina.end.str"
"898",2012,"09","scrub",9,"Sep","2012-09-15",259,31.9450950622559,213,15,0.5955,0.5865,0.5955,15,0.133333333333333,1.1,-0.6,0.766666666666667,-0.233333333333333,0,0,1.70333333333333,-1.92333333333333,-1.06333333333333,-1.24,-0.63,2.05,-3.21,"no.event","no.event","no.event","nina","no.event","wk"
"899",2012,"10","broadleaf",10,"Oct","2012-10-15",289,211.083679199219,214,15,0.774,0.7311,0.774,15,0.133333333333333,1.1,-0.6,0.766666666666667,-0.233333333333333,0,0,1.70333333333333,-1.92333333333333,-1.06333333333333,-1.24,-0.63,2.05,-3.21,"no.event","no.event","no.event","nina","no.event","wk"
"900",2012,"10","Lloyd",10,"Oct","2012-10-15",289,458.719421386719,214,15,0.7101,0.6697,0.7101,15,0.133333333333333,1.1,-0.6,0.766666666666667,-0.233333333333333,0,0,1.70333333333333,-1.92333333333333,-1.06333333333333,-1.24,-0.63,2.05,-3.21,"no.event","no.event","no.event","nina","no.event","wk"
"901",2012,"10","scrub",10,"Oct","2012-10-15",289,185.475204467773,214,15,0.5393,0.5257,0.5393,15,0.133333333333333,1.1,-0.6,0.766666666666667,-0.233333333333333,0,0,1.70333333333333,-1.92333333333333,-1.06333333333333,-1.24,-0.63,2.05,-3.21,"no.event","no.event","no.event","nina","no.event","wk"
"902",2012,"11","broadleaf",11,"Nov","2012-11-15",320,26.6486377716064,215,15,0.7472,0.7572,0.7572,15,0.133333333333333,1.1,-0.6,0.766666666666667,-0.233333333333333,0,0,1.70333333333333,-1.92333333333333,-1.06333333333333,-1.24,-0.63,2.05,-3.21,"no.event","no.event","no.event","nina","no.event","wk"
"903",2012,"11","Lloyd",11,"Nov","2012-11-15",320,31.3314170837402,215,15,0.6882,0.7057,0.7057,15,0.133333333333333,1.1,-0.6,0.766666666666667,-0.233333333333333,0,0,1.70333333333333,-1.92333333333333,-1.06333333333333,-1.24,-0.63,2.05,-3.21,"no.event","no.event","no.event","nina","no.event","wk"
"904",2012,"11","scrub",11,"Nov","2012-11-15",320,16.5605220794678,215,15,0.5538,0.571,0.571,15,0.133333333333333,1.1,-0.6,0.766666666666667,-0.233333333333333,0,0,1.70333333333333,-1.92333333333333,-1.06333333333333,-1.24,-0.63,2.05,-3.21,"no.event","no.event","no.event","nina","no.event","wk"
"905",2012,"12","broadleaf",12,"Dec","2012-12-15",350,13.4379253387451,216,15,0.774,0.8436,0.8436,15,0.133333333333333,1.1,-0.6,0.766666666666667,-0.233333333333333,0,0,1.70333333333333,-1.92333333333333,-1.06333333333333,-1.24,-0.63,2.05,-3.21,"no.event","no.event","no.event","nina","no.event","wk"
"906",2012,"08","broadleaf",8,"Aug","2012-08-15",228,146.775344848633,212,15,0.6972,0.757,0.757,15,0.133333333333333,1.1,-0.6,0.766666666666667,-0.233333333333333,0,0,1.70333333333333,-1.92333333333333,-1.06333333333333,-1.24,-0.63,2.05,-3.21,"no.event","no.event","no.event","nina","no.event","wk"
"907",2012,"08","Lloyd",8,"Aug","2012-08-15",228,329.008422851562,212,15,0.6945,0.663,0.6945,15,0.133333333333333,1.1,-0.6,0.766666666666667,-0.233333333333333,0,0,1.70333333333333,-1.92333333333333,-1.06333333333333,-1.24,-0.63,2.05,-3.21,"no.event","no.event","no.event","nina","no.event","wk"
"908",2012,"08","scrub",8,"Aug","2012-08-15",228,150.916839599609,212,15,0.5004,0.5756,0.5756,15,0.133333333333333,1.1,-0.6,0.766666666666667,-0.233333333333333,0,0,1.70333333333333,-1.92333333333333,-1.06333333333333,-1.24,-0.63,2.05,-3.21,"no.event","no.event","no.event","nina","no.event","wk"
"909",2012,"12","scrub",12,"Dec","2012-12-15",350,18.6797122955322,216,15,0.5783,0.5928,0.5928,15,0.133333333333333,1.1,-0.6,0.766666666666667,-0.233333333333333,0,0,1.70333333333333,-1.92333333333333,-1.06333333333333,-1.24,-0.63,2.05,-3.21,"no.event","no.event","no.event","nina","no.event","wk"
"910",2012,"12","Lloyd",12,"Dec","2012-12-15",350,19.083740234375,216,15,0.7123,0.7442,0.7442,15,0.133333333333333,1.1,-0.6,0.766666666666667,-0.233333333333333,0,0,1.70333333333333,-1.92333333333333,-1.06333333333333,-1.24,-0.63,2.05,-3.21,"no.event","no.event","no.event","nina","no.event","wk"
"911",2013,"01","scrub",1,"Jan","2013-01-15",15,24.4279079437256,217,15,0.5674,0.5276,0.5674,15,0.45,1.5,-0.2,0.4,0.733333333333333,0.433333333333333,0.233333333333333,-0.976666666666667,0.886666666666667,1.37,1.07333333333333,0.59,3.54,-3.75,NA,NA,NA,NA,NA,NA
"912",2013,"02","broadleaf",2,"Feb","2013-02-15",46,8.85327053070068,218,15,0.6677,0.6017,0.6677,15,0.45,1.5,-0.2,0.4,0.733333333333333,0.433333333333333,0.233333333333333,-0.976666666666667,0.886666666666667,1.37,1.07333333333333,0.59,3.54,-3.75,NA,NA,NA,NA,NA,NA
"913",2013,"01","Lloyd",1,"Jan","2013-01-15",15,15.9086999893188,217,15,0.726,0.7223,0.726,15,0.45,1.5,-0.2,0.4,0.733333333333333,0.433333333333333,0.233333333333333,-0.976666666666667,0.886666666666667,1.37,1.07333333333333,0.59,3.54,-3.75,NA,NA,NA,NA,NA,NA
"914",2013,"03","broadleaf",3,"Mar","2013-03-15",74,25.992015838623,219,15,0.5793,0.5892,0.5892,15,0.45,1.5,-0.2,0.4,0.733333333333333,0.433333333333333,0.233333333333333,-0.976666666666667,0.886666666666667,1.37,1.07333333333333,0.59,3.54,-3.75,NA,NA,NA,NA,NA,NA
"915",2013,"03","Lloyd",3,"Mar","2013-03-15",74,34.799144744873,219,15,0.611,0.5446,0.611,15,0.45,1.5,-0.2,0.4,0.733333333333333,0.433333333333333,0.233333333333333,-0.976666666666667,0.886666666666667,1.37,1.07333333333333,0.59,3.54,-3.75,NA,NA,NA,NA,NA,NA
"916",2013,"02","Lloyd",2,"Feb","2013-02-15",46,9.43996429443359,218,15,0.7375,0.7078,0.7375,15,0.45,1.5,-0.2,0.4,0.733333333333333,0.433333333333333,0.233333333333333,-0.976666666666667,0.886666666666667,1.37,1.07333333333333,0.59,3.54,-3.75,NA,NA,NA,NA,NA,NA
"917",2013,"02","scrub",2,"Feb","2013-02-15",46,14.4503145217896,218,15,0.4895,0.4469,0.4895,15,0.45,1.5,-0.2,0.4,0.733333333333333,0.433333333333333,0.233333333333333,-0.976666666666667,0.886666666666667,1.37,1.07333333333333,0.59,3.54,-3.75,NA,NA,NA,NA,NA,NA
"918",2013,"04","Lloyd",4,"Apr","2013-04-15",105,27.226188659668,220,15,0.6125,0.6678,0.6678,15,0.45,1.5,-0.2,0.4,0.733333333333333,0.433333333333333,0.233333333333333,-0.976666666666667,0.886666666666667,1.37,1.07333333333333,0.59,3.54,-3.75,NA,NA,NA,NA,NA,NA
"919",2013,"04","scrub",4,"Apr","2013-04-15",105,19.1957378387451,220,15,0.3817,0.3998,0.3998,15,0.45,1.5,-0.2,0.4,0.733333333333333,0.433333333333333,0.233333333333333,-0.976666666666667,0.886666666666667,1.37,1.07333333333333,0.59,3.54,-3.75,NA,NA,NA,NA,NA,NA
"920",2013,"03","scrub",3,"Mar","2013-03-15",74,33.109245300293,219,15,0.417,0.3971,0.417,15,0.45,1.5,-0.2,0.4,0.733333333333333,0.433333333333333,0.233333333333333,-0.976666666666667,0.886666666666667,1.37,1.07333333333333,0.59,3.54,-3.75,NA,NA,NA,NA,NA,NA
"921",2013,"04","broadleaf",4,"Apr","2013-04-15",105,19.3460006713867,220,15,0.5713,0.5652,0.5713,15,0.45,1.5,-0.2,0.4,0.733333333333333,0.433333333333333,0.233333333333333,-0.976666666666667,0.886666666666667,1.37,1.07333333333333,0.59,3.54,-3.75,NA,NA,NA,NA,NA,NA
"922",2013,"05","scrub",5,"May","2013-05-15",135,35.2081718444824,221,15,0.3653,0.3454,0.3653,15,0.45,1.5,-0.2,0.4,0.733333333333333,0.433333333333333,0.233333333333333,-0.976666666666667,0.886666666666667,1.37,1.07333333333333,0.59,3.54,-3.75,NA,NA,NA,NA,NA,NA
"923",2013,"06","broadleaf",6,"Jun","2013-06-15",166,28.863338470459,222,15,0.6474,0.5945,0.6474,15,0.45,1.5,-0.2,0.4,0.733333333333333,0.433333333333333,0.233333333333333,-0.976666666666667,0.886666666666667,1.37,1.07333333333333,0.59,3.54,-3.75,NA,NA,NA,NA,NA,NA
"924",2013,"06","Lloyd",6,"Jun","2013-06-15",166,42.7622528076172,222,15,0.6396,0.6874,0.6874,15,0.45,1.5,-0.2,0.4,0.733333333333333,0.433333333333333,0.233333333333333,-0.976666666666667,0.886666666666667,1.37,1.07333333333333,0.59,3.54,-3.75,NA,NA,NA,NA,NA,NA
"925",2013,"06","scrub",6,"Jun","2013-06-15",166,20.72971534729,222,15,0.3409,0.3934,0.3934,15,0.45,1.5,-0.2,0.4,0.733333333333333,0.433333333333333,0.233333333333333,-0.976666666666667,0.886666666666667,1.37,1.07333333333333,0.59,3.54,-3.75,NA,NA,NA,NA,NA,NA
"926",2013,"07","broadleaf",7,"Jul","2013-07-15",196,40.4043273925781,223,15,0.6358,0.7079,0.7079,15,0.45,1.5,-0.2,0.4,0.733333333333333,0.433333333333333,0.233333333333333,-0.976666666666667,0.886666666666667,1.37,1.07333333333333,0.59,3.54,-3.75,NA,NA,NA,NA,NA,NA
"927",2013,"07","Lloyd",7,"Jul","2013-07-15",196,87.1430053710938,223,15,0.6823,0.6859,0.6859,15,0.45,1.5,-0.2,0.4,0.733333333333333,0.433333333333333,0.233333333333333,-0.976666666666667,0.886666666666667,1.37,1.07333333333333,0.59,3.54,-3.75,NA,NA,NA,NA,NA,NA
"928",2013,"07","scrub",7,"Jul","2013-07-15",196,36.9833450317383,223,15,0.4161,0.4569,0.4569,15,0.45,1.5,-0.2,0.4,0.733333333333333,0.433333333333333,0.233333333333333,-0.976666666666667,0.886666666666667,1.37,1.07333333333333,0.59,3.54,-3.75,NA,NA,NA,NA,NA,NA
"929",2013,"08","broadleaf",8,"Aug","2013-08-15",227,26.3011474609375,224,15,0.7374,0.7133,0.7374,15,0.45,1.5,-0.2,0.4,0.733333333333333,0.433333333333333,0.233333333333333,-0.976666666666667,0.886666666666667,1.37,1.07333333333333,0.59,3.54,-3.75,NA,NA,NA,NA,NA,NA
"930",2013,"08","Lloyd",8,"Aug","2013-08-15",227,60.0176849365234,224,15,0.6841,0.6785,0.6841,15,0.45,1.5,-0.2,0.4,0.733333333333333,0.433333333333333,0.233333333333333,-0.976666666666667,0.886666666666667,1.37,1.07333333333333,0.59,3.54,-3.75,NA,NA,NA,NA,NA,NA
"931",2013,"08","scrub",8,"Aug","2013-08-15",227,16.0449275970459,224,15,0.4913,0.5031,0.5031,15,0.45,1.5,-0.2,0.4,0.733333333333333,0.433333333333333,0.233333333333333,-0.976666666666667,0.886666666666667,1.37,1.07333333333333,0.59,3.54,-3.75,NA,NA,NA,NA,NA,NA
"932",2013,"09","broadleaf",9,"Sep","2013-09-15",258,65.5687026977539,225,15,0.7713,0.7918,0.7918,15,0.45,1.5,-0.2,0.4,0.733333333333333,0.433333333333333,0.233333333333333,-0.976666666666667,0.886666666666667,1.37,1.07333333333333,0.59,3.54,-3.75,NA,NA,NA,NA,NA,NA
"933",2013,"05","broadleaf",5,"May","2013-05-15",135,47.1021537780762,221,15,0.6651,0.6963,0.6963,15,0.45,1.5,-0.2,0.4,0.733333333333333,0.433333333333333,0.233333333333333,-0.976666666666667,0.886666666666667,1.37,1.07333333333333,0.59,3.54,-3.75,NA,NA,NA,NA,NA,NA
"934",2013,"05","Lloyd",5,"May","2013-05-15",135,124.281661987305,221,15,0.5921,0.5813,0.5921,15,0.45,1.5,-0.2,0.4,0.733333333333333,0.433333333333333,0.233333333333333,-0.976666666666667,0.886666666666667,1.37,1.07333333333333,0.59,3.54,-3.75,NA,NA,NA,NA,NA,NA
"935",2013,"10","broadleaf",10,"Oct","2013-10-15",288,67.54638671875,226,15,0.79,0.7454,0.79,15,0.45,1.5,-0.2,0.4,0.733333333333333,0.433333333333333,0.233333333333333,-0.976666666666667,0.886666666666667,1.37,1.07333333333333,0.59,3.54,-3.75,NA,NA,NA,NA,NA,NA
"936",2013,"10","Lloyd",10,"Oct","2013-10-15",288,163.534454345703,226,15,0.6948,0.6904,0.6948,15,0.45,1.5,-0.2,0.4,0.733333333333333,0.433333333333333,0.233333333333333,-0.976666666666667,0.886666666666667,1.37,1.07333333333333,0.59,3.54,-3.75,NA,NA,NA,NA,NA,NA
"937",2013,"10","scrub",10,"Oct","2013-10-15",288,49.0645599365234,226,15,0.5683,0.5556,0.5683,15,0.45,1.5,-0.2,0.4,0.733333333333333,0.433333333333333,0.233333333333333,-0.976666666666667,0.886666666666667,1.37,1.07333333333333,0.59,3.54,-3.75,NA,NA,NA,NA,NA,NA
"938",2013,"11","broadleaf",11,"Nov","2013-11-15",319,30.8194351196289,227,15,0.7927,0.7775,0.7927,15,0.45,1.5,-0.2,0.4,0.733333333333333,0.433333333333333,0.233333333333333,-0.976666666666667,0.886666666666667,1.37,1.07333333333333,0.59,3.54,-3.75,NA,NA,NA,NA,NA,NA
"939",2013,"11","Lloyd",11,"Nov","2013-11-15",319,40.9029998779297,227,15,0.6911,0.7023,0.7023,15,0.45,1.5,-0.2,0.4,0.733333333333333,0.433333333333333,0.233333333333333,-0.976666666666667,0.886666666666667,1.37,1.07333333333333,0.59,3.54,-3.75,NA,NA,NA,NA,NA,NA
"940",2013,"11","scrub",11,"Nov","2013-11-15",319,21.2117958068848,227,15,0.5629,0.5629,0.5629,15,0.45,1.5,-0.2,0.4,0.733333333333333,0.433333333333333,0.233333333333333,-0.976666666666667,0.886666666666667,1.37,1.07333333333333,0.59,3.54,-3.75,NA,NA,NA,NA,NA,NA
"941",2013,"12","broadleaf",12,"Dec","2013-12-15",349,9.67516040802002,228,15,0.7811,0.757,0.7811,15,0.45,1.5,-0.2,0.4,0.733333333333333,0.433333333333333,0.233333333333333,-0.976666666666667,0.886666666666667,1.37,1.07333333333333,0.59,3.54,-3.75,NA,NA,NA,NA,NA,NA
"942",2013,"12","Lloyd",12,"Dec","2013-12-15",349,13.5554971694946,228,15,0.7245,0.7175,0.7245,15,0.45,1.5,-0.2,0.4,0.733333333333333,0.433333333333333,0.233333333333333,-0.976666666666667,0.886666666666667,1.37,1.07333333333333,0.59,3.54,-3.75,NA,NA,NA,NA,NA,NA
"943",2013,"12","scrub",12,"Dec","2013-12-15",349,13.139497756958,228,15,0.5194,0.494,0.5194,15,0.45,1.5,-0.2,0.4,0.733333333333333,0.433333333333333,0.233333333333333,-0.976666666666667,0.886666666666667,1.37,1.07333333333333,0.59,3.54,-3.75,NA,NA,NA,NA,NA,NA
"944",2013,"01","broadleaf",1,"Jan","2013-01-15",15,16.8443775177002,217,15,0.8088,0.7347,0.8088,15,0.45,1.5,-0.2,0.4,0.733333333333333,0.433333333333333,0.233333333333333,-0.976666666666667,0.886666666666667,1.37,1.07333333333333,0.59,3.54,-3.75,NA,NA,NA,NA,NA,NA
"945",2013,"09","Lloyd",9,"Sep","2013-09-15",258,113.813217163086,225,15,0.6756,0.6893,0.6893,15,0.45,1.5,-0.2,0.4,0.733333333333333,0.433333333333333,0.233333333333333,-0.976666666666667,0.886666666666667,1.37,1.07333333333333,0.59,3.54,-3.75,NA,NA,NA,NA,NA,NA
"946",2013,"09","scrub",9,"Sep","2013-09-15",258,50.1637191772461,225,15,0.5475,0.5665,0.5665,15,0.45,1.5,-0.2,0.4,0.733333333333333,0.433333333333333,0.233333333333333,-0.976666666666667,0.886666666666667,1.37,1.07333333333333,0.59,3.54,-3.75,NA,NA,NA,NA,NA,NA
"947",2014,"01","Lloyd",1,"Jan","2014-01-15",15,10.4079189300537,229,15,0.7305,0.7152,0.7305,15,-0.133333333333333,1.4,-0.9,0.2,0.5,-0.533333333333333,-0.7,1.55666666666667,-0.406666666666667,-0.776666666666667,0.00999999999999999,0.1,2.32,-2.17,NA,NA,NA,NA,NA,NA
"948",2014,"01","broadleaf",1,"Jan","2014-01-15",15,11.3482961654663,229,15,0.7088,0.6617,0.7088,15,-0.133333333333333,1.4,-0.9,0.2,0.5,-0.533333333333333,-0.7,1.55666666666667,-0.406666666666667,-0.776666666666667,0.00999999999999999,0.1,2.32,-2.17,NA,NA,NA,NA,NA,NA
"949",2014,"02","scrub",2,"Feb","2014-02-15",46,28.4939270019531,230,15,0.4043,0.3998,0.4043,15,-0.133333333333333,1.4,-0.9,0.2,0.5,-0.533333333333333,-0.7,1.55666666666667,-0.406666666666667,-0.776666666666667,0.00999999999999999,0.1,2.32,-2.17,NA,NA,NA,NA,NA,NA
"950",2014,"03","broadleaf",3,"Mar","2014-03-15",74,15.5814847946167,231,15,0.5492,0.6017,0.6017,15,-0.133333333333333,1.4,-0.9,0.2,0.5,-0.533333333333333,-0.7,1.55666666666667,-0.406666666666667,-0.776666666666667,0.00999999999999999,0.1,2.32,-2.17,NA,NA,NA,NA,NA,NA
"951",2014,"03","Lloyd",3,"Mar","2014-03-15",74,20.2065162658691,231,15,0.6148,0.6285,0.6285,15,-0.133333333333333,1.4,-0.9,0.2,0.5,-0.533333333333333,-0.7,1.55666666666667,-0.406666666666667,-0.776666666666667,0.00999999999999999,0.1,2.32,-2.17,NA,NA,NA,NA,NA,NA
"952",2014,"03","scrub",3,"Mar","2014-03-15",74,18.0874061584473,231,15,0.3771,0.3971,0.3971,15,-0.133333333333333,1.4,-0.9,0.2,0.5,-0.533333333333333,-0.7,1.55666666666667,-0.406666666666667,-0.776666666666667,0.00999999999999999,0.1,2.32,-2.17,NA,NA,NA,NA,NA,NA
"953",2014,"04","broadleaf",4,"Apr","2014-04-15",105,44.3678359985352,232,15,0.5383,0.5338,0.5383,15,-0.133333333333333,1.4,-0.9,0.2,0.5,-0.533333333333333,-0.7,1.55666666666667,-0.406666666666667,-0.776666666666667,0.00999999999999999,0.1,2.32,-2.17,NA,NA,NA,NA,NA,NA
"954",2014,"04","Lloyd",4,"Apr","2014-04-15",105,63.6922760009766,232,15,0.67,0.6637,0.67,15,-0.133333333333333,1.4,-0.9,0.2,0.5,-0.533333333333333,-0.7,1.55666666666667,-0.406666666666667,-0.776666666666667,0.00999999999999999,0.1,2.32,-2.17,NA,NA,NA,NA,NA,NA
"955",2014,"04","scrub",4,"Apr","2014-04-15",105,44.1634712219238,232,15,0.378,0.3871,0.3871,15,-0.133333333333333,1.4,-0.9,0.2,0.5,-0.533333333333333,-0.7,1.55666666666667,-0.406666666666667,-0.776666666666667,0.00999999999999999,0.1,2.32,-2.17,NA,NA,NA,NA,NA,NA
"956",2014,"05","broadleaf",5,"May","2014-05-15",135,31.9484214782715,233,15,0.5884,0.6793,0.6793,15,-0.133333333333333,1.4,-0.9,0.2,0.5,-0.533333333333333,-0.7,1.55666666666667,-0.406666666666667,-0.776666666666667,0.00999999999999999,0.1,2.32,-2.17,NA,NA,NA,NA,NA,NA
"957",2014,"05","Lloyd",5,"May","2014-05-15",135,58.5362701416016,233,15,0.6262,0.6133,0.6262,15,-0.133333333333333,1.4,-0.9,0.2,0.5,-0.533333333333333,-0.7,1.55666666666667,-0.406666666666667,-0.776666666666667,0.00999999999999999,0.1,2.32,-2.17,NA,NA,NA,NA,NA,NA
"958",2014,"05","scrub",5,"May","2014-05-15",135,24.16139793396,233,15,0.3735,0.4451,0.4451,15,-0.133333333333333,1.4,-0.9,0.2,0.5,-0.533333333333333,-0.7,1.55666666666667,-0.406666666666667,-0.776666666666667,0.00999999999999999,0.1,2.32,-2.17,NA,NA,NA,NA,NA,NA
"959",2014,"06","broadleaf",6,"Jun","2014-06-15",166,15.2002849578857,234,15,0.7267,0.6981,0.7267,15,-0.133333333333333,1.4,-0.9,0.2,0.5,-0.533333333333333,-0.7,1.55666666666667,-0.406666666666667,-0.776666666666667,0.00999999999999999,0.1,2.32,-2.17,NA,NA,NA,NA,NA,NA
"960",2014,"06","Lloyd",6,"Jun","2014-06-15",166,19.2696208953857,234,15,0.6273,0.6522,0.6522,15,-0.133333333333333,1.4,-0.9,0.2,0.5,-0.533333333333333,-0.7,1.55666666666667,-0.406666666666667,-0.776666666666667,0.00999999999999999,0.1,2.32,-2.17,NA,NA,NA,NA,NA,NA
"961",2014,"06","scrub",6,"Jun","2014-06-15",166,14.2327136993408,234,15,0.4895,0.4859,0.4895,15,-0.133333333333333,1.4,-0.9,0.2,0.5,-0.533333333333333,-0.7,1.55666666666667,-0.406666666666667,-0.776666666666667,0.00999999999999999,0.1,2.32,-2.17,NA,NA,NA,NA,NA,NA
"962",2014,"07","broadleaf",7,"Jul","2014-07-15",196,11.9505805969238,235,15,0.707,0.6954,0.707,15,-0.133333333333333,1.4,-0.9,0.2,0.5,-0.533333333333333,-0.7,1.55666666666667,-0.406666666666667,-0.776666666666667,0.00999999999999999,0.1,2.32,-2.17,NA,NA,NA,NA,NA,NA
"963",2014,"07","Lloyd",7,"Jul","2014-07-15",196,30.2618103027344,235,15,0.6874,0.6904,0.6904,15,-0.133333333333333,1.4,-0.9,0.2,0.5,-0.533333333333333,-0.7,1.55666666666667,-0.406666666666667,-0.776666666666667,0.00999999999999999,0.1,2.32,-2.17,NA,NA,NA,NA,NA,NA
"964",2014,"07","scrub",7,"Jul","2014-07-15",196,12.2650289535522,235,15,0.4822,0.4768,0.4822,15,-0.133333333333333,1.4,-0.9,0.2,0.5,-0.533333333333333,-0.7,1.55666666666667,-0.406666666666667,-0.776666666666667,0.00999999999999999,0.1,2.32,-2.17,NA,NA,NA,NA,NA,NA
"965",2014,"08","broadleaf",8,"Aug","2014-08-15",227,56.1921691894531,236,15,0.7374,0.7124,0.7374,15,-0.133333333333333,1.4,-0.9,0.2,0.5,-0.533333333333333,-0.7,1.55666666666667,-0.406666666666667,-0.776666666666667,0.00999999999999999,0.1,2.32,-2.17,NA,NA,NA,NA,NA,NA
"966",2014,"08","Lloyd",8,"Aug","2014-08-15",227,116.781341552734,236,15,0.6997,0.6863,0.6997,15,-0.133333333333333,1.4,-0.9,0.2,0.5,-0.533333333333333,-0.7,1.55666666666667,-0.406666666666667,-0.776666666666667,0.00999999999999999,0.1,2.32,-2.17,NA,NA,NA,NA,NA,NA
"967",2014,"08","scrub",8,"Aug","2014-08-15",227,57.2352600097656,236,15,0.542,0.5348,0.542,15,-0.133333333333333,1.4,-0.9,0.2,0.5,-0.533333333333333,-0.7,1.55666666666667,-0.406666666666667,-0.776666666666667,0.00999999999999999,0.1,2.32,-2.17,NA,NA,NA,NA,NA,NA
"968",2014,"09","broadleaf",9,"Sep","2014-09-15",258,64.1118392944336,237,15,0.7856,0.7838,0.7856,15,-0.133333333333333,1.4,-0.9,0.2,0.5,-0.533333333333333,-0.7,1.55666666666667,-0.406666666666667,-0.776666666666667,0.00999999999999999,0.1,2.32,-2.17,NA,NA,NA,NA,NA,NA
"969",2014,"09","Lloyd",9,"Sep","2014-09-15",258,126.962631225586,237,15,0.6856,0.6848,0.6856,15,-0.133333333333333,1.4,-0.9,0.2,0.5,-0.533333333333333,-0.7,1.55666666666667,-0.406666666666667,-0.776666666666667,0.00999999999999999,0.1,2.32,-2.17,NA,NA,NA,NA,NA,NA
"970",2014,"09","scrub",9,"Sep","2014-09-15",258,46.5737075805664,237,15,0.5955,0.5955,0.5955,15,-0.133333333333333,1.4,-0.9,0.2,0.5,-0.533333333333333,-0.7,1.55666666666667,-0.406666666666667,-0.776666666666667,0.00999999999999999,0.1,2.32,-2.17,NA,NA,NA,NA,NA,NA
"971",2014,"10","broadleaf",10,"Oct","2014-10-15",288,30.3392181396484,238,15,0.7695,0.7472,0.7695,15,-0.133333333333333,1.4,-0.9,0.2,0.5,-0.533333333333333,-0.7,1.55666666666667,-0.406666666666667,-0.776666666666667,0.00999999999999999,0.1,2.32,-2.17,NA,NA,NA,NA,NA,NA
"972",2014,"10","Lloyd",10,"Oct","2014-10-15",288,88.6601028442383,238,15,0.6897,0.6786,0.6897,15,-0.133333333333333,1.4,-0.9,0.2,0.5,-0.533333333333333,-0.7,1.55666666666667,-0.406666666666667,-0.776666666666667,0.00999999999999999,0.1,2.32,-2.17,NA,NA,NA,NA,NA,NA
"973",2014,"10","scrub",10,"Oct","2014-10-15",288,19.5160980224609,238,15,0.5937,0.5747,0.5937,15,-0.133333333333333,1.4,-0.9,0.2,0.5,-0.533333333333333,-0.7,1.55666666666667,-0.406666666666667,-0.776666666666667,0.00999999999999999,0.1,2.32,-2.17,NA,NA,NA,NA,NA,NA
"974",2014,"11","broadleaf",11,"Nov","2014-11-15",319,25.2235870361328,239,15,0.7668,0.7695,0.7695,15,-0.133333333333333,1.4,-0.9,0.2,0.5,-0.533333333333333,-0.7,1.55666666666667,-0.406666666666667,-0.776666666666667,0.00999999999999999,0.1,2.32,-2.17,NA,NA,NA,NA,NA,NA
"975",2014,"11","Lloyd",11,"Nov","2014-11-15",319,33.1274795532227,239,15,0.6241,0.6611,0.6611,15,-0.133333333333333,1.4,-0.9,0.2,0.5,-0.533333333333333,-0.7,1.55666666666667,-0.406666666666667,-0.776666666666667,0.00999999999999999,0.1,2.32,-2.17,NA,NA,NA,NA,NA,NA
